阅读量,评价数,标题,情感,详情页,作者,最后更新,影响力,文章内容,评价
1081,0,明天继续低开低走,负,"http://guba.eastmoney.com/news,000001,891029119.html",Montana,2020/12/10 15:31,25,,
1014,0,反弹一天，又开始跌跌不休,负,"http://guba.eastmoney.com/news,000001,891020998.html",fljhftrtk3098,2020/12/10 15:02,2,,
991,0,垃圾垃圾非常垃圾,负,"http://guba.eastmoney.com/news,000001,891001562.html",爱在深秋1234,2020/12/10 14:24,2,,
978,0,[滴汗]没想到你这么弱,负,"http://guba.eastmoney.com/news,000001,890996565.html",ally10,2020/12/10 14:15,15,,
968,0,明天她妈的，肯定还是绿,负,"http://guba.eastmoney.com/news,000001,890994669.html",高飞334,2020/12/10 14:13,1,,
767,0,奇臭无比,负,"http://guba.eastmoney.com/news,000001,890989949.html",fljhftrtk3098,2020/12/10 14:04,2,,
723,0,醒醒，起来,负,"http://guba.eastmoney.com/news,000001,890987691.html",凤凰池州,2020/12/10 13:59,15,,
973,6,回到16我保证不玩了[傲],负,"http://guba.eastmoney.com/news,000001,890986141.html",股友WwQ58Y,2020/12/10 13:57,1,,你那是做梦，1530破了然后就起来。主力不是傻子。-----你那是做梦，1530破了然后就起来。主力不是傻子。-----看看002681哈哈哈，我们的杰作硬是干到板儿了。注意风险很大哦-----16，今年是不行了。-----你那是做梦，1530破了然后就起来。主力不是傻子。-----兄弟，奋达跑了吗-----你那是做梦，1530破了然后就起来。主力不是傻子。-----兄弟，好像16了-----16，今年是不行了。-----看好17
837,2,银行股，一坨屎。该拉不拉。,负,"http://guba.eastmoney.com/news,000001,890986387.html",不套牢是幸福的,2020/12/10 13:56,15,,这不是该考虑的，要考虑的是这么大坨怎么拉？-----这不是该考虑的，要考虑的是这么大坨怎么拉？-----其实也知道，就是心不甘啊-----
711,0,跌到15吧,负,"http://guba.eastmoney.com/news,000001,890984816.html",优质上升主流股,2020/12/10 13:54,2,,
765,0,孙子能起来吗,负,"http://guba.eastmoney.com/news,000001,890974832.html",股友iS2WBu,2020/12/10 13:34,15,,
726,0,低吸机会,负,"http://guba.eastmoney.com/news,000001,890972540.html",牛牛股股2017,2020/12/10 13:29,1,,
696,0,垃圾玩意,负,"http://guba.eastmoney.com/news,000001,890971186.html",股友iS2WBu,2020/12/10 13:26,15,,
702,0,暴跌(两次再买,负,"http://guba.eastmoney.com/news,000001,890969879.html",風雾霾,2020/12/10 13:24,25,,
1328,4,辣鸡行！[亏大了][亏大了][亏大了],负,"http://guba.eastmoney.com/news,000001,890716719.html",股友CJifFN,2020/12/10 13:03,35,,----------唉，最近平安系真的弱-----唉，最近平安系真的弱-------------------------你还留吗兄弟？
774,0,还金叉，叉不死你！,负,"http://guba.eastmoney.com/news,000001,890946329.html",你跌我高兴,2020/12/10 11:42,15,,
747,0,这下跌才刚刚开始啊，目标价九元。,负,"http://guba.eastmoney.com/news,000001,890943198.html",天天被庄割韭菜,2020/12/10 11:34,25,,
696,0,1992年，0.01分我买入你就好了，平安银行，我请大家吃,负,"http://guba.eastmoney.com/news,000001,890941776.html",高飞334,2020/12/10 11:27,1,,
831,1,涨3角钱，我再也不玩股票了,负,"http://guba.eastmoney.com/news,000001,890936781.html",高飞334,2020/12/10 11:14,1,,亏了2斤猪肉，2分钱一股，真是-----
684,0,看样子，还要继续下跌[滴汗],负,"http://guba.eastmoney.com/news,000001,890930110.html",股友B7O3rB,2020/12/10 11:03,15,,
731,0,天天诱多，一浪盖过一浪，恶毒至极,负,"http://guba.eastmoney.com/news,000001,890922285.html",水镜zzz,2020/12/10 10:47,3,,
799,1,对不起我拖大家后腿了，我不该买进这个垃圾。,负,"http://guba.eastmoney.com/news,000001,890915113.html",爱在深秋1234,2020/12/10 10:35,2,,不止血啊……天天阴跌
706,0,废了！装死吧[抄底][抄底][抄底][抄底][抄底],负,"http://guba.eastmoney.com/news,000001,890911124.html",股友2UXYDD0709,2020/12/10 10:28,1,,
730,0,这拉圾没救了,负,"http://guba.eastmoney.com/news,000001,890885357.html",股友WjLTcA,2020/12/10 9:49,15,,
769,0,融券做空才能赚，其他都是浮云,负,"http://guba.eastmoney.com/news,000001,890882167.html",富炒房丨穷炒股,2020/12/10 9:42,25,,
690,0,没人出来骂你吗,负,"http://guba.eastmoney.com/news,000001,890879885.html",股友0Yu8mL,2020/12/10 9:38,1,,
776,0,这弱鸡动不动就跌包尾。。太不镇定了,负,"http://guba.eastmoney.com/news,000001,890879855.html",Renduermai,2020/12/10 9:37,1,,
866,2,这垃圾你还要跌吗,负,"http://guba.eastmoney.com/news,000001,890876077.html",股友iS2WBu,2020/12/10 9:31,15,,还会继续……-----去去去，这时刚开始跌
969,0,根据股票的波动性来判断风险是很傻的。我们认为只有两,负,"http://guba.eastmoney.com/news,000001,890860392.html",故事里的一根草,2020/12/10 7:39,1,,
1850,3,9月20号一万股平安银行，在15.10的价位盈利5个点被全,负,"http://guba.eastmoney.com/news,000001,890811582.html",时间的玫瑰JC,2020/12/9 20:32,25,,你好像总是高买-----你好像总是高买-----都差不多，我15.35买的，明天估计又不咋的，人称割肉王----------你好像总是高买-----是卖早了，所以高位又接回了点，平安银行我个人觉得还会涨点，但谁又能说得清楚呢。
1221,0,就这样给骗了二年多,负,"http://guba.eastmoney.com/news,000001,890825579.html",股友8X32Ka,2020/12/9 19:50,15,,
1165,0,资金紧张年底要回笼结算大盘要跌,负,"http://guba.eastmoney.com/news,000001,890819272.html",国海证研究,2020/12/9 18:57,3,,
1052,0,坑,负,"http://guba.eastmoney.com/news,000001,890789490.html",股友5qHKj3,2020/12/9 15:36,5,,
1089,1,垃圾平安,负,"http://guba.eastmoney.com/news,000001,890776068.html",Ken34359,2020/12/9 14:48,2,,从上周五看确实调整到位的样子。但今天又走坏了。这周怕是没戏了
1198,0,补银行坏帐！该死的平安,负,"http://guba.eastmoney.com/news,000001,890768635.html",股友ZGgU5M,2020/12/9 14:32,2,,
1189,1,废了废了,负,"http://guba.eastmoney.com/news,000001,890761330.html",招财100亿,2020/12/9 14:15,15,,平安真的变质了，唉。
1201,1,底裤攻破，事业有成,负,"http://guba.eastmoney.com/news,000001,890748330.html",風雾霾,2020/12/9 14:15,25,,有意思上面刚开完会，守住不发生金融风险
1432,7,娘的，亏八个点了,负,"http://guba.eastmoney.com/news,000001,890746297.html",AAA064,2020/12/9 13:42,15,,10个-----10个-----一样啊----------同路，8个点，今年第一次被这玩意套。-----同路，8个点，今年第一次被这玩意套。-----又？补仓没-----3000股一股亏了一块多!-----又？补仓没-----下套----------又？补仓没-----你还留啊，兄弟，我评论完砍了，换奋达赚回来了
1196,1,大盘收红，此股却阴包阳，将昨天上涨的全吞掉，后市回,负,"http://guba.eastmoney.com/news,000001,890745847.html",颈安堂中药颈椎枕,2020/12/9 13:41,2,,太乐观了
874,0,进入周级别乃至月级别的调整,负,"http://guba.eastmoney.com/news,000001,890743228.html",Adelaide4498,2020/12/9 13:35,25,,
1325,2,没什么利空只是6月的获利筹码走了而已,负,"http://guba.eastmoney.com/news,000001,890720584.html",金融小萌新,2020/12/9 13:31,2,,你这是什么逻辑？七月的筹码就不能走吗？-----你这是什么逻辑？七月的筹码就不能走吗？-----工地需要你
1127,2,擦你妈的，清仓，垃圾,负,"http://guba.eastmoney.com/news,000001,890725474.html",JACK1976888,2020/12/9 13:18,15,,上个礼拜五就应该清仓了-----大哥你炒股赚过吗？
893,1,这货近期一直是趴窩的走势,负,"http://guba.eastmoney.com/news,000001,890717465.html",股友fEOKiq,2020/12/9 11:38,2,,被套8个点
972,3,辣鸡行！倒数第三！[滴汗],负,"http://guba.eastmoney.com/news,000001,890690096.html",股友CJifFN,2020/12/9 11:35,35,,----------辣鸡行！-----被套8个点，唉。
763,0,想骂人了,负,"http://guba.eastmoney.com/news,000001,890710877.html",股友lB8BZI,2020/12/9 11:16,1,,
979,2,中国平安，没涨，所以，你也涨不了太多。,负,"http://guba.eastmoney.com/news,000001,890694358.html",治万物得一而生,2020/12/9 10:40,2,,中国平安开启了下降通道。-----中国平安开启了下降通道。-----中国平安开始收割模式哈哈哈哈
804,0,到现在都跌1元了！在这个位置已经一个多月了！,负,"http://guba.eastmoney.com/news,000001,890692640.html",仪征市,2020/12/9 10:37,5,,
908,3,平银阴跌血洗散户,负,"http://guba.eastmoney.com/news,000001,890679888.html",水镜zzz,2020/12/9 10:22,3,,洗个毛，你看看吧，一个小时的跌幅已经把五个小时的涨幅全部吃掉。-----难不成庄家没有成本吗？-----难不成庄家没有成本吗？-----庄家可以做空赚钱。不用做多，不能理解为洗盘了，而且高位出货
2977,10,天道轮回，当跌不跌，后边必有大跌,负,"http://guba.eastmoney.com/news,000001,890479585.html",水阔鱼沉何处问,2020/12/9 10:15,25,,去看病-----去看病-----不信走着瞧-----银行股再大跌能跌多少啊，何况论业绩平安行是很优秀的。玩银行股发大财难，有耐心亏不了。这货上20没悬念-----银行股再大跌能跌多少啊，何况论业绩平安行是很优秀的。玩银行股发大财难，有耐心亏不了。这货上20没悬念-----这货有规律的-----这货有规律的-----你敢对赌吗？-----你敢对赌吗？-----我只能说我有信心，没必要赌-----你敢对赌吗？-----我并不是看空这股，但跌到12元是没悬念的，到12我会开始买进-----你敢对赌吗？-----走着瞧吧呵呵呵-----去看病-----看到了吧呵呵呵呵呵呵呵呵-----银行股再大跌能跌多少啊，何况论业绩平安行是很优秀的。玩银行股发大财难，有耐心亏不了。这货上20没悬念-----我并非看空平银，这货回调后还能买，不过现在不行，大概率回调至少半年
893,3,大盘未动，我先行平安，今天要跌停,负,"http://guba.eastmoney.com/news,000001,890672659.html",天天被庄割韭菜,2020/12/9 10:01,25,,真得吗？逻辑呢？-----能跌停来就跌停，你不跌停，怎共赢？-----说的对，用L2看看吧，三四千手如水流，小单进，没戏，
865,1,特么16块多的本，怕是回不来了,负,"http://guba.eastmoney.com/news,000001,890663495.html",股友0Yu8mL,2020/12/9 9:44,1,,"买了多少,我也是，坚持吧，今年不回就等明年"
887,0,平安银行完蛋了，数字货币第一向深圳试点，银行没用了,负,"http://guba.eastmoney.com/news,000001,890655740.html",小明同学99号,2020/12/9 9:28,25,,
735,0,平安银行，MACD在0轴下方，弱市。增持滞涨向上的民生,负,"http://guba.eastmoney.com/news,000001,890652347.html",小明同学99号,2020/12/9 9:19,25,,
1726,5,啥时候是个头啊,负,"http://guba.eastmoney.com/news,000001,889252325.html",醉深蓝,2020/12/7 16:00,15,,元旦1号满仓……-----二十多年也没个头-----基金获利了结-----基金获利了结-----熊大熊二见底，年内资金紧，银行保险风险大！-----熊大熊二见底，年内资金紧，银行保险风险大！-----年底有一波地雷，那才是建仓的时候，银行风险不大
1906,2,别高兴，下周继续阴跌，别不相信！,负,"http://guba.eastmoney.com/news,000001,890496186.html",头像是猫还是老鼠,2020/12/6 15:47,35,,你和紫金银行的“我兜兜有糖”是同一个人吗？-----你和紫金银行的“我兜兜有糖”是同一个人吗？-----非也-----
2175,2,平安银行是被外资高位减持的对象，危险！超大帐户净流,负,"http://guba.eastmoney.com/news,000001,890492939.html",小明同学99号,2020/12/6 15:32,25,,反复的发帖你吓唬哪个傻子呢。银行没危险的还能玩嘛。嗯招商，宁波，平安都有危险，他们如果有危险那么茅台五粮液不瞎尿了……-----外资一百多亿，三点几个亿算什么？外资一直高抛低吸的。
1953,1,兴业银行，平安银行都是被外资高位减持的对象，危险！,负,"http://guba.eastmoney.com/news,000001,890492831.html",小明同学99号,2020/12/6 15:30,25,,平安银行是被外资高位减持的对象，危险！超大帐户净流出3.7亿
1618,1,劳资已经割了，有本事你跌啊，辣鸡,负,"http://guba.eastmoney.com/news,000001,890475173.html",神评鉴定师,2020/12/6 14:43,15,,劳资也割了
1464,1,尼玛，今天最高点有我一份[哭],负,"http://guba.eastmoney.com/news,000001,890474021.html",火锅好吃,2020/12/6 14:41,25,,解套跑了-----
1456,0,平安银行明显的外资在抛售。无量反抽，诱多的季节！,负,"http://guba.eastmoney.com/news,000001,890470913.html",小明同学99号,2020/12/6 14:35,25,,
1164,0,平安银行想当救世主，砸它！观看跳水表演。,负,"http://guba.eastmoney.com/news,000001,890466097.html",小明同学99号,2020/12/6 14:27,25,,
874,0,顶背离弱市反抽诱多，快乐的观看为主，尾盘跳水的象！,负,"http://guba.eastmoney.com/news,000001,890463481.html",小明同学99号,2020/12/6 14:26,25,,
1404,1,成功洗掉了我，还在没亏,负,"http://guba.eastmoney.com/news,000001,890464839.html",最爱打卤面,2020/12/6 14:23,25,,石油回到四十八，家祭勿忘告老跌！
1031,0,要求不高，把前两次割肉的赚回来就行，估计还得割第三,负,"http://guba.eastmoney.com/news,000001,890464160.html",虾混三餐,2020/12/6 14:22,2,,
863,3,无量反抽诱多后跳水，快乐的观看。鸡肋！,负,"http://guba.eastmoney.com/news,000001,890454122.html",小明同学99号,2020/12/6 14:01,25,,什么价位可以买？-----什么价位可以买？-----向下跌成变型金刚后，才分批吸纳，到顶了。-----还要跌？
1191,1,16.15的本，还亏2000多，月底能回本吧[想一下][想一下,负,"http://guba.eastmoney.com/news,000001,890450241.html",股友2UXYDD0709,2020/12/6 13:53,1,,我17的本1万手
914,0,亏了，几十元，我好怕[大笑],负,"http://guba.eastmoney.com/news,000001,890446737.html",股友sdBMtX5099,2020/12/6 13:46,15,,
914,0,你...妹，三次被套,负,"http://guba.eastmoney.com/news,000001,890445068.html",虾混三餐,2020/12/6 13:43,2,,
1069,1,以后再也不碰这种机构股，坑太多了。,负,"http://guba.eastmoney.com/news,000001,890443495.html",K线大叔,2020/12/6 13:39,25,,15.6站岗了，这样的走势很恶心。
936,0,去你麻痹的垃圾股，滚出自选。,负,"http://guba.eastmoney.com/news,000001,890430191.html",K线大叔,2020/12/6 13:08,25,,
977,0,随便吧。,负,"http://guba.eastmoney.com/news,000001,890426958.html",股友sdBMtX5099,2020/12/6 12:49,15,,
892,0,追高毁一生,负,"http://guba.eastmoney.com/news,000001,890392741.html",只传递正能量,2020/12/6 10:47,2,,
1048,1,跑完了，等着低吸,负,"http://guba.eastmoney.com/news,000001,890379385.html",郑朵朵,2020/12/6 10:22,2,,吸了没？
1077,1,下午指定跌,负,"http://guba.eastmoney.com/news,000001,890361021.html",股友jfbzPR,2020/12/6 9:54,1,,麻辣粉不降价
1123,2,14.5我等你，现在还没调整到位,负,"http://guba.eastmoney.com/news,000001,890207408.html",寡人无疾好色,2020/12/5 13:43,2,,滚-----15我就满仓干
810,0,这烂银行,负,"http://guba.eastmoney.com/news,000001,890206737.html",一见就想,2020/12/5 13:42,1,,
810,0,又要跌了,负,"http://guba.eastmoney.com/news,000001,890200869.html",优质上升主流股,2020/12/5 13:30,2,,
903,1,日尼玛的，到了17必须割你，辣鸡,负,"http://guba.eastmoney.com/news,000001,890196390.html",别虾扯蛋,2020/12/5 13:19,2,,今年都没有希望到17
709,0,最近表现太差劲了,负,"http://guba.eastmoney.com/news,000001,890192918.html",招财100亿,2020/12/5 13:11,15,,
758,0,这是要多辣鸡就有多辣鸡啊,负,"http://guba.eastmoney.com/news,000001,890178701.html",救生导师韦,2020/12/5 11:42,15,,
729,0,下来吧，你涨不了的……还没跌到底,负,"http://guba.eastmoney.com/news,000001,890175362.html",股友O545ub,2020/12/5 11:31,2,,
705,0,烂,负,"http://guba.eastmoney.com/news,000001,890175530.html",期盼幸运降临,2020/12/5 11:31,2,,
694,0,真操蛋，会绿吗？,负,"http://guba.eastmoney.com/news,000001,890174670.html",股海重生脱胎换骨,2020/12/5 11:29,25,,
800,1,下来吧不要坚持了,负,"http://guba.eastmoney.com/news,000001,890169368.html",wzhdf,2020/12/5 11:16,15,,厉害了，一片红色它估计还会绿
683,0,亏700卖了[傲],负,"http://guba.eastmoney.com/news,000001,890166405.html",股友vmBIkv,2020/12/5 11:09,15,,
